raw
Tiberius (2:06:45) Persuasion vs. Master Thunderbrand to re-enchant the carpet
Tiberius (2:41:10) Con save vs. Percy’s test run of Diplomacy
25 Crimson Diplomacy (thanks to @MarkTheHooman)
Vax'ildan (1:45:38) Dagger attack vs. Lord Briarwood
26 Consequences and Cows
Vax’ildan (3:08:40) Stealth check above mountain (negated by advantage… for a 2.)
27 The Path to Whitestone
Grog (0:41:24) Holy oil punch vs. Invisible Stalker
Vax’ildan (1:15:12) Perception at breakfast vs. the Seeker
Vax’ildan (2:56:39) Int check vs. bridge to support Grog’s weight
Vax’ildan (3:02:27) Athletics check against the mountain winds
Tiberius (3:05:03) Perception check vs. harpies
Grog (3:21:31) Perception vs. Behir
Scanlan (3:21:31) Perception vs. Behir
28 The Sun Tree
Grog (1:33:00) Stealth vs. murder of crows
Keyleth (1:52:27) Perception of Whitestone (negated by advantage)
Percy (2:28:33) Stealth into Whitestone
29 Whispers 
Vax’ildan (0:42:35) Perception check of Xenith
Percy (0:54:50) Wis save vs. Banshee (negated by advantage)
Vax’ildan (2:23:02) Perception vs. wine cellar
30 Stoke the Flames 
Vex’ahlia (0:41:10) Arcana check vs. mist
Grog (0:51:56) Firebrand Warhammer vs. Vampire 1
Grog (0:54:42) Str Check to release hammer from wall
Vex’ahlia (0:56:50) Bow attack vs. Vampire 1
Percy (0:58:26) Rapier Attack vs. Vampire 1
Keyleth (1:25:11) Int Check vs. Sun Tree
31 Gunpowder Plot 
Vax’ildan (p1. 1:40:53) Third Dagger vs. Count’s Guard
Percy (p2. 0:48:06) Perception of Sun Tree’s hanging victims
32 Against the Tide of Bone
Keyleth (0:48:48) Perception of giants in the rain
Keyleth (1:29:08) Initiative vs. Zombie Giant 2
Percy (1:33:48) Str save vs. thrown boulder
Keyleth (2:48:50) Con save after sleeping in the tunnel
Grog (3:03:29) Pushing the statue out of the doorway
Vex’ahlia (3:05:23) Pushing the statue out of the doorway
33 Reunions
Percy (p1. 1:41:28) Pepperbox against Anders
Keyleth (p2. 1:10:00) Rolling Taliesin’s die to see if it rolls another 20. It didn’t.
Grog (p2. 1:17:54) Initiative vs. Ghosts (negated by advantage… for a 2.)
Percy (p2. 1:21:12) Pepperbox against Possessed Vax’ildan
Percy (p2. 1:35:20) Charisma save vs. possession by ghost
34 Race to the Ziggurat
Keyleth (1:08:18) Perception check vs. Copper Room’s ceiling 
Keyleth (2:09:27) Stealth after the Briarwoods 
Scanlan (2:13:00) Perception check to look at the ziggurat 
Percy (2:43:38) Con Save vs. Craven Edge
Vex’ahlia (2:48:38) First Storm Arrow vs. Sylas Briarwood 
Keyleth (4:04:45) Perception vs. Delilah Briarwood’s ritual
Vex’ahlia (4:39:34) For the hell of it
35 Denouement
Percy (p1. 1:27:21) Bad News vs. Orthax (negated by advantage)
Vex’ahlia (p1. 1:33:11) Holy Arrow vs. Orthax (negated by advantage… for a 2.)
"Pike (p1. 1:37:02) Guiding Bolt vs. Orthax (negated by advantage, for a crit!)"
36 Winter’s Crest in Whitestone
Scanlan (1:13:27) Strength check vs. Jasper the Farmer
Grog (1:18:32) Strength check vs. Jasper the Farmer
Grog (1:27:05) Strength check vs. Trisha (negated by advantage)
"Vex’ahlia (2:06:09) Con Save vs. Pie, Round 2"
37 A Musician’s Nostalgia
None stated.
38 Echoes of the Past
Vex’ahlia (2:01:28) Perception check for signs of life within Krieg’s house
Grog (2:25:54) History check on Ank’Harel
Vex'ahlia (2:39:50) Perception check vs. secret stairway
Vex'ahlia (2:41:48) Survival check for tracks around teleporter
39 Omens
Percy (2:49:11) Persuasion vs. Warden Hume
Percy (3:35:18) Initiative vs. Raishan the Ancient Green Dragon
40 Desperate Measures
Grog (2:19:04) Strength Check to spike the skull on the ground
41 In Ruins
None stated.
42 Dangerous Dealings
Vax’ildan (1:18:03) Initiative Roll
Keyleth (3:03:54) Stealth Check
43 Return to Vasselheim
Vax’ildan (3:21:28) Dagger against Groon
44 The Sunken Tomb
Keyleth (2:04:24) Stealth Check
Grog (2:37:33) Acrobatics Check
Zahra (3:46:50) Eldritch Blast with Agonizing Blast
Vex’ahlia (4:23:35) Dexterity Save
45 Those Who Walk Away...
None stated
46 Cindergrove Revisited
None stated
47 The Family Business
None stated
48 Into the Frostweald
Vex’ahlia (0:52:45) Dexterity Check
Vex’ahlia (1:40:53) Arrow against Chicken with disadvantage
Vax’ildan (1:51:47) Perception Check
Grog (1:56:46) Religion Check
Vex’ahlia (2:49:15) Perception Check (disregarded due to advantage)
Vex’ahlia (2:49:15) Perception Check with advantage
49 A Name is Earned
Vex’ahlia (0:18:44) Perception Check
Trinket (1:15:09) Cannonball against Orc 5
Scanlan (1:54:40) Perception Check
Grog (2:41:38) Constitution Save
Scanlan (2:55:42) Intelligence Check
Vex’ahlia (3:25:07) Religion Check
Vex’ahlia (3:32:37) Constitution Saving Throw
50 Best Laid Plans…
Grog (0:29:25) Constitution Save with disadvantage
51 Test of Pride
Grog (0:49:15) Intimidation Check
Vex’ahlia (1:44:00) Acrobatics Check
52 The Kill Box
Percy (2:01:51) Acrobatics Check with disadvantage
Grog (2:31:43) Blood Axe Attack Reckless Attack against Kevdak (disregarded)
Keyleth (3:03:53) Wisdom Check
"53 At Dawn, We Plan!"
Vex’ahlia (1:23:03) Investigation Check
Percy (2:34:16) Wisdom Save
54 In the Belly of the Beast
None stated
55 Umbrasyl
Scanlan (0:25:26) Strength Check
Grog (0:32:52) Athletics Check with advantage (disregarded)
Grog (0:33:37) Strength Check
Percy (2:32:02) Pistol with disadvantage
Vex’ahlia (2:42:13) Dexterity Save
Shale (3:10:38) Staff
Percy (3:32:12) Dragonslayer Longsword with advantage (disregarded)
Trinket (4:05:02) Dexterity Save
56 Hope
Pike (0:25:00) Investigation Check
57 Duskmeadow
Scanlan (1:35:02) Deception Check with disadvantage 
Keyleth (2:32:36) History Check
Percy (2:33:03) Intelligence Check
58 A Cycle of Vengeance
Percy (0:21:10) Constitution Save
Vex’ahlia (1:10:05) LBoSS against Hotis
59 Into the Feywild
Percy (0:25:22) Constitution Save
60 Heredity and Hats
Scanlan (1:08:28) Insight Check
Keyleth (1:57:15) Investigation Check
Scanlan (1:57:23) Investigation Check
Vex’ahlia (2:31:03) Perception Check
61 Denizens of the Moonbrush
Scanlan (1:08:06) to determine whether to get the instruments with disadvantage
Vex’ahlia (1:24:50) Persuasion Check
Percy (1:53:08) Perception Check
Vax’ildan (1:53:09) Perception Check
Scanlan (1:54:25) Athletics Check with disadvantage (disregarded)
Scanlan (1:54:25) Athletics Check with disadvantage
Vax’ildan (1:54:36) Athletics Check with Luck (disregarded)
Grog (2:01:06) Wisdom Save
Keyleth (2:07:27) Perception Check
Grog (2:30:40) Constitution Save
62 Uninviting Waters
Vex’ahlia (0:20:25) Strength Check
Keyleth (0:30:14) Wisdom Check
Keyleth (0:44:50) Wisdom Check
Keyleth (0:53:10) Wisdom Check
Percy (1:23:19) Retort with disadvantage
63 The Echo Tree
Vex’ahlia (3:14:33) Concentration Check
Grog (3:25:16) Athletics Check
64 The Frigid Doom
Vex’ahlia (3:19:45) Perception Check
65 The Streets of Ank’Harel
Vax’ildan (0:34:34) Thrown Gauntlet Attack
Vax’ildan (2:00:09) Stealth Check with Luck (disregarded due to Luck)
Vax’ildan (2:00:15) Stealth Check with Luck
Grog (2:34:53) Investigation Check
Vex’ahlia (4:04:33) Perception Check
66 A Traveler’s Gamble
Vax’ildan (0:50:57) Sharpshooter Thrown Dagger
Vax’ildan (1:10:12) Dagger with advantage (disregarded)
Vax’ildan (1:10:14) Dagger with advantage (disregarded)
Vex’ahlia (1:38:42) Perception Check
Keyleth (2:13:27) Sleight of Hand Check
Grog (2:42:10) Intimidation Check
Percy (2:52:00) Sleight of Hand Check
Percy (3:07:50) Investigation Check
Scanlan (3:47:35) Perception Check
67 The Chase to Glintshore
Keyleth (0:29:00) Intelligence Check
Scanlan (1:55:14) Arcana Check
68 Cloak and Dagger
Scanlan (0:14:10) Perception check to look for Ripley on the beach
Vex’ahlia (0:40:01) Fenthras against Maelstrom
Grog (0:52:54) Reckless Bloodaxe against AE1 (disregarded due to advantage)
Percy (1:03:34) Perception Check
Grog (1:03:41) Perception Check
Vex’ahlia (3:36:52) Shot against Orthax
Vax’ildan (3:45:41) Wisdom Save
Vax’ildan (4:15:50) Dagger Sharpshooter against Orthax
69 Passed Through Fire
Vax’ildan (0:35:55) Investigation Check
Vex’ahlia (0:40:57) Investigation Check
Pike (2:25:56) Constitution Save
70 Trust
Grog (1:06:36) Religion Check
71 Vorugal
Vex’ahlia (0:23:52) Survival Check with advantage
Keyleth (0:39:30) Stealth Check
Pike (0:39:37) Stealth Check with disadvantage
Percy (4:18:54) Acrobatics Check (-1)
Grog (4:28:39) Investigation Check
72 The Elephant in the Room
Grog (0:44:50) Perception Check
Keyleth (1:44:13) Slam Attack against Grog (Earth Elemental) 
Scanlan (2:20:52) Mythcarver against Elephant!Keyleth
Grog (2:26:32) Bloodaxe against Elephant!Keyleth
Vax’ildan (2:44:14) Dexterity Save with Luck (disregarded)
73 The Coming Storm
None stated
74 Path of Brass
None stated
75 Where the Cards Fall
Keyleth (1:20:41) Insight Check
Grog (3:23:03) Perception Check
Scanlan (3:39:43) Deception Check
76 Brawl in the Arches
Pike (0:16:37) Initiative
Vex’ahlia (0:19:43) Fenthras Bramble Shot against Ghurrix
Vex’ahlia (0:48:39) Fenthras against Ghurrix
Grog (1:12:28) Bloodaxe Reckless GWM against Erinyes AoO (disregarded due to advantage)
Grog (1:12:28) Bloodaxe Reckless GWM against Erinyes AoO
Vex’ahlia (1:21:19) Fenthras against Ghurrix
Vax’ildan (1:30:16) Whisper against Erinyes with disadvantage
Keyleth (1:43:53) Constitution Save
Vex’ahlia (3:36:16) Insight Check
77 Clash at Daxio
Vax’ildan (1:31:38) Constitution Save with Luck (disregarded)
Vex’ahlia (1:45:26) Fenthras against Grog
Scanlan (2:00:36) Bigby’s Hand Attack against FG
Grog (3:27:40) Insight Check
78 The Siege of Emon
Keyleth (0:32:21) Perception Check with disadvantage (disregarded)
Keyleth (0:32:21) Perception Check with disadvantage
Vex’ahlia (3:22:58) Persuasion Check with disadvantage
Vax’ildan (3:23:02) Persuasion Check with disadvantage
79 Thordak
Percy (0:34:34) Dexterity save with Indomitable (disregarded)
Grog (0:39:13) Bloodaxe Reckless GWM against Thordak (disregarded)
Vex’ahlia (4:07:16) Fenthras against Raishan
80 Raishan
Pike (1:00:37) Constitution Save
Vex’ahlia (2:36:03) Dexterity Save 
Keyleth (2:44:50) Athletics Check
81 What Lies Beneath The Surface
Grog (1:18:50) Stealth Check
Vex’ahlia (2:28:19) History Check
Kerrek (3:26:05) Constitution Save
82 Deadly Echoes
Keyleth (1:12:52) Perception Check
Vax’ildan (2:09:28) Dexterity Save with Luck (disregarded)
Kerrek (2:34:29) Flameskull Battle Initiative
Vax’ildan (3:26:13) Investigation Check
Vex’ahlia (3:39:36) Acrobatics Check
Vex’ahlia (4:14:57) Investigation Check
Vax’ildan (4:28:04) Perception Check
83 The Deceiver’s Stand
Percy (0:13:39) Stealth Check
Vex’ahlia (1:38:30) Concentration Check
Grog (2:15:44) Dwarven Thrower (thrown) Reckless against Raishan
Vex’ahlia (2:19:20) Dexterity Save
Vax’ildan (3:17:01) Investigation Check with Luck (disregarded)
Vax’ildan (3:17:01) Investigation Check with Luck
84 Loose Ends
Pike (3:10:09) Religion Check
85 A Bard’s Lament
Grog (0:44:15) DT GWM with disadvantage
86 Daring Days
Taryon (2:48:32) History Check
87 Onward to Vesrah
"Keyleth (Nat1, 0:42:23) Athletics Check"
Vex’ahlia (0:55:22) Fenthras against Marid with disadvantage
"Percy (Unknown, Nat1, 1:30:19) Animus Piercing Shot with disadvantage"
"Vex’ahlia (Nat1, 2:03:11) Perception Check"
"Percy (Nat1, 2:05:57) Intelligence Check"
88 Tangled Depths
Percy (2:19:13) Perception Check
Taryon (2:23:06) Investigation Check
Taryon (2:24:10) Stealth Check
Vax’ildan (3:04:25) Whisper with disadvantage and Luck against Kraken (disregarded due to Luck)
Percy (3:07:25) Concentration Check
Taryon (4:12:30) Dexterity Save with disadvantage
Keyleth (3:56:49) Constitution Save
Grog (4:47:14) Investigation Check
Taryon (5:02:15) Rod of Mercurial Form (crossbow) against Kraken with disadvantage
89 Curious Tides
None stated
90 Voice of the Tempest
Vax’ildan (3:14:36) Insight Check
91 Vox Machina Go to Hell
None stated
92 Deals in the Dark
Percy (0:28:37) Intelligence Check
Taryon (0:28:37) Intelligence Check
Percy (2:09:23) Stealth Check with Pass Without a Trace
Keyleth (2:45:56) Initiative
Grog (2:58:30) DT Reckless against Cambion (disregarded)
93 Bats Out of Hell
Taryon (1:26:08) Ring of the Ram (3 charges) with Luck (disregarded)
Tova (1:33:39) Cage Throwing Attack
Vex’ahlia (1:51:16) Fenthras against Utugash
Keyleth (3:02:28) Investigation Check
94 Jugs and Rods
Vex’ahlia (3:21:12) Perception Check with advantage (disregarded)
95 One Year Later…
Vax’ildan (1:30:52) Deception Check with Luck (disregarded)
Keyleth (1:56:17) Animal Handling Check
Vex’ahlia (3:10:51) Insight Check
Taryon (3:20:38) Persuasion Check with Luck (disregarded)
96 Family Matters
Vax’ildan (3:37:11) Initiative with Luck (disregarded)
Doty (3:57:49) Headbutt against Shade
Vax’ildan (4:25:58) Dexterity Check with Luck (disregarded)
"97 Taryon, My Wayward Son"
None
98 The Mines of the Many
Pike (3:52:55) Athletics Check
99 Masquerade
Vex’ahlia (2:15:38) Dexterity Check
Scanlan (2:15:42) Constitution Save
100 Unfinished Business
Vex’ahlia (3:09:52) Fenthras against Skeleton 
Grog (3:13:53) Bloodaxe Reckless GWM (disregarded)
Grog (3:13:53) Bloodaxe Reckless GWM
Doty (3:47:18) Constitution Save
Vex’ahlia (4:28:15) Fenthras Blazing Bowstring against Black Guard
101 Thar Amphala
None stated
102 Race to the Tower
Percy (0:19:21) Investigation Check
Percy (2:38:22) Initiative
Keyleth (3:13:07) Dexterity Save
Scanlan (3:54:48) Counterspell
Grog (3:57:04) Stealth Check
103 The Fate-Touched
Scanlan (0:21:40) Wisdom Save with advantage (disregarded)
104 Elysium
Vax’ildan (0:26:30) Investigation Check
Keyleth (1:29:40) Nature Check
105 The Fear of Isolation
Vex’ahlia (0:51:20) Survival Check with advantage (disregarded)
Sprigg (3:49:08) Perception Check
106 The Endless Atheneeum
None stated
107 Scaldseat
Vax’ildan (1:50:13) Athletics Check with Luck (disregarded)
Percy (2:26:10) Initiative Check
108 The Core Anvil
Vex’ahlia (0:14:35) Fenthras against Smelter Guardian 1
Scanlan (0:30:58) Dexterity Save against Chest Furnace
Grog (0:55:33) Investigation Check
Elemental (Keyleth) (2:29:45) Slam Attack against Forge Guardian
Scanlan (3:12:02) Constitution Save with advantage (disregarded)
Scanlan (3:45:46) Constitution Save
109 The Ominous March
Percy (0:44:19) Insight Check
Grog (2:57:51) Intelligence Check
Keyleth (3:24:58) Strength Save
110 The Climb Within
Pike (0:42:18) Elemental Battle Initiative
Trinket (1:13:57) Dexterity Save
Vex’ahlia (2:46:52) Fenthras against Troll 1
111 Shadows of Thomara
Keyleth (0:45:35) Nature Check
Vax’ildan (1:17:55) Investigation Check
Vex’ahlia (1:19:19) Perception Check
Grog (1:36:13) Stealth Check with PWaT 
Percy (2:45:11) Investigation Check
Vex’ahlia (3:01:38) Fenthras against Cultist 1 with Advantage (disregarded)
Vex’ahlia (3:01:48) Fenthras against Cultist 1 with Advantage (disregarded)
Vex’ahlia (3:22:30) Constitution Save
Keyleth (3:25:35) Ice Knife AoO against Wraith
Vax’ildan (4:01:08) Dagger of Venom against Wraith
112 Dark Dealings
Vex’ahlia (0:35:24) Perception Check
Vax’ildan (1:20:20) Dagger of Venom against Skeleton
Grog (2:17:57) Perception Check
Keyleth (2:26:36) Stealth Check with PWaT
113 The Final Ascent
Arkhan (1:33:07) Perception Check
Gloomstalker (2:03:56) Attack against Dragon (Rolled by Arkhan)
Vax’ildan (3:45:45) Stealth with Pass Without a Trace
Grog (4:01:26) Religion Check
Scanlan 1( 4:17:09) Dexterity Check
Arkhan (4:40:15) Fane-Eater Battleaxe against Gilmore
"114 Vecna, the Ascended"
Scanlan 2 (0:57:53) Intelligence Check
Kashaw (3:09:40) Wisdom Save
Vex’ahlia (3:20:20) Fenthras Needle Arrow against Vecna
115 The Chapter Closes
Percy (2:13:15) Investigation Check
