"file_name","Time","Character","Type.of.Roll","Total.Value","Natural.Value","Crit.","Damage","X..Kills","Notes","roll"
"88","5:11:08","Grog","Wisdom Save","5","5",NA,NA,NA,"Against Friends with advantage",1
"88","5:11:28","Percy","Persuasion","Nat20","20",NA,NA,NA,"With advantage",1
"88","5:11:28","Percy","Persuasion","Unknown","Unknown",NA,NA,NA,"Disregarded due to advantage",1
"88","5:14:34","Grog","Healing","7",NA,NA,NA,NA,"Potion of Common Healing, Grog heals 7 points",1
"88","5:14:46","Taryon","Death Save","11","11",NA,NA,NA,NA,1
"88","5:15:15","Grog","Dexterity Save","Unknown","Unknown",NA,NA,NA,"Disregarded due to disadvantage",1
"88","5:15:15","Grog","Dexterity Save","16","14",NA,"7 (14/2) Lightning to Grog",NA,"Against Lightning Storm with disadvantage",1
"88","5:16:05","Percy","Healing","6",NA,NA,NA,NA,"Potion of Common Healing, Taryon heals 6 points, is conscious",1
"88","5:18:10","Grog","Attack","32","16",NA,NA,NA,"Dwarven Thrower Reckless",1
"88","5:18:17","Grog","Damage","20",NA,NA,"20 to Kraken",NA,NA,1
"88","5:18:20","Grog","Attack","26","10",NA,NA,NA,"Dwarven Thrower Reckless",1
"88","5:18:17","Grog","Damage","24",NA,NA,"24 to Kraken",NA,NA,1
"88","5:18:32","Grog","Attack","23","7",NA,NA,NA,"Dwarven Thrower Reckless",1
"88","5:18:38","Grog","Damage","19",NA,NA,"19 to Kraken",NA,"Grog is no longer swallowed",1
"89","0:19:32","Grog","Attack","23","7",NA,NA,NA,"Dwarven Thrower Reckless (Thrown)",1
"89","0:19:49","Grog","Damage","25",NA,NA,"25 to Kraken",NA,NA,1
"89","0:42:05","Vex'ahlia","Investigation","22","15",NA,NA,NA,NA,1
"89","0:48:44","Vex'ahlia","Persuasion","25","17",NA,NA,NA,NA,1
"89","0:51:37","Keyleth","Wisdom","20","14",NA,NA,NA,NA,1
"89","0:54:09","Grog","Intimidation","22","9",NA,NA,NA,"(uses strength mod)",1
"89","1:07:02","Percy","Insight","13","10",NA,NA,NA,NA,1
"89","1:41:52","Percy","Perception","16","8",NA,NA,NA,NA,1
"89","2:14:18","Grog","Deception","15","12",NA,NA,NA,NA,1
"89","2:14:26","Taryon","Insight","8","9",NA,NA,NA,NA,1
"89","2:19:19","Grog","Perception","19","19",NA,NA,NA,NA,1
"89","2:19:21","Vex'ahlia","Perception","29","16",NA,NA,NA,NA,1
"89","2:19:23","Vax'ildan","Perception","22","10",NA,NA,NA,"Possible RT use",1
"89","2:19:25","Keyleth","Perception","23","12",NA,NA,NA,NA,1
"89","2:19:31","Percy","Perception","27","19",NA,NA,NA,NA,1
"89","2:19:31","Percy","Perception","11","3",NA,NA,NA,"Disregarded",1
"89","2:48:32","Pike","Insight","Nat20","20",NA,NA,NA,NA,1
"89","2:50:50","Grog","Insight","Nat20","20",NA,NA,NA,NA,1
"89","2:56:57","Percy","Tinkering","18","7",NA,NA,NA,NA,1
"89","2:58:19","Vex'ahlia","Investigation","26","19",NA,NA,NA,NA,1
"89","2:58:25","Vax'ildan","Investigation","23","15",NA,NA,NA,NA,1
"89","3:02:56","Vax'ildan","Investigation","22","14",NA,NA,NA,NA,1
"89","3:05:51","Vax'ildan","Thieves' Tools","26","11",NA,NA,NA,NA,1
"89","3:15:41","Vex'ahlia","Wisdom Save","Unknown","Unknown",NA,NA,NA,"Disregarded due to advantage",1
"89","3:15:41","Vex'ahlia","Wisdom Save","23","Unknown",NA,NA,NA,"With advantage and Bless",1
"90","0:36:16","Vex'ahlia","Insight","13","4",NA,NA,NA,NA,1
"90","0:55:01","Vax'ildan","Investigation","20","11",NA,NA,NA,NA,1
"90","0:58:11","Percy","Dexterity","22","16",NA,NA,NA,"Pottery",1
"90","0:59:14","Percy","Tinkering","21","10",NA,NA,NA,"Prof + INT",1
"90","1:00:48","Taryon","Persuasion","24","17",NA,NA,NA,NA,1
"90","1:03:21","Taryon","Dexterity","Unknown","Unknown",NA,NA,NA,"Disregarded due to Luck",1
"90","1:03:21","Taryon","Dexterity","17","17",NA,NA,NA,"With Luck",1
"90","1:07:34","Vax'ildan","Disguise Kit","Unknown","Unknown",NA,NA,NA,"Disregarded due to Luck",1
"90","1:07:34","Vax'ildan","Disguise Kit","Nat20","20",NA,NA,NA,"With Luck",1
"90","1:10:43","Vex'ahlia","Perception","24","9",NA,NA,NA,NA,1
"90","1:23:24","Vex'ahlia","Insight","14","5",NA,NA,NA,NA,1
"90","1:36:26","Percy","Investigation","16","11",NA,NA,NA,NA,1
"90","1:41:51","Keyleth","Persuasion","11","11",NA,NA,NA,NA,1
"90","1:46:47","Keyleth","Perception","31","19",NA,NA,NA,NA,1
"90","2:11:15","Taryon","Deception","10","8",NA,NA,NA,"With Luck",1
"90","2:11:15","Taryon","Deception","Unknown","Unknown",NA,NA,NA,"Disregarded due to Luck",1
"90","2:15:32","Grog","Perception","15","15",NA,NA,NA,NA,1
"90","2:18:49","Grog","Persuasion","Nat20","20",NA,NA,NA,NA,1
"90","2:23:00","Taryon","Persuasion","24","17",NA,NA,NA,NA,1
"90","2:24:46","Taryon","Intelligence","20","16",NA,NA,NA,NA,1
"90","2:29:14","Taryon","Persuasion","22","15",NA,NA,NA,NA,1
"90","2:32:04","Grog","Perception","2","2",NA,NA,NA,NA,1
"90","2:33:10","Grog","Intimidation","17","11",NA,NA,NA,NA,1
"90","2:33:18","Taryon","Insight","16","17",NA,NA,NA,NA,1
"90","2:33:43","Taryon","Constitution Save","Nat20","20",NA,NA,NA,NA,1
"90","2:34:21","Grog","Deception","9","8",NA,NA,NA,NA,1
"90","2:54:39","Vex'ahlia","Investigation","13","5",NA,NA,NA,NA,1
"90","2:57:24","Vex'ahlia","Investigation","25","17",NA,NA,NA,NA,1
"90","3:14:36","Vax'ildan","Insight","Nat1","1",NA,NA,NA,NA,1
"90","3:14:41","Percy","Insight","13","10",NA,NA,NA,NA,1
"90","3:14:52","Grog","Deception","20","19",NA,NA,NA,NA,1
"90","3:16:34","Keyleth","Insight","21","9",NA,NA,NA,NA,1
"90","3:18:52","Vex'ahlia","Insight","11","2",NA,NA,NA,NA,1
"90","3:20:14","Percy","Insight","Nat20","20",NA,NA,NA,NA,1
"90","3:20:15","Keyleth","Insight","15","3",NA,NA,NA,NA,1
"90","3:20:18","Vex'ahlia","Insight","24","15",NA,NA,NA,NA,1
"91","1:39:11","Vex'ahlia","Perception","30","15",NA,NA,NA,NA,1
"91","1:39:12","Vax'ildan","Perception","24","10",NA,NA,NA,"Possible RT use",1
"91","1:41:06","Vex'ahlia","Stealth","18","7",NA,NA,NA,NA,1
"91","1:53:33","Keyleth","Perception","14","2",NA,NA,NA,NA,1
"91","1:56:54","Percy","Investigation","Nat20","20",NA,NA,NA,NA,1
"91","2:02:20","Vex'ahlia","Perception","25","10",NA,NA,NA,NA,1
"91","2:05:07","Percy","Stealth","15","9",NA,NA,NA,NA,1
"91","2:06:51","Vax'ildan","Perception","27","13",NA,NA,NA,NA,1
"91","2:15:23","Vex'ahlia","Perception","27","12",NA,NA,NA,NA,1
"91","2:15:39","Vex'ahlia","Perception","17","2",NA,NA,NA,NA,1
"91","2:18:40","Vex'ahlia","Deception","21","12",NA,NA,NA,NA,1
"91","2:31:22","Keyleth","Perception","24","12",NA,NA,NA,NA,1
"91","2:41:54","Vex'ahlia","Insight","17","8",NA,NA,NA,NA,1
"91","2:43:41","Vex'ahlia","Persuasion","18","10",NA,NA,NA,NA,1
"91","2:48:54","Vex'ahlia","Investigation","13","5",NA,NA,NA,NA,1
"91","2:48:55","Vax'ildan","Investigation","18","9",NA,NA,NA,NA,1
"91","3:04:05","Percy","Intelligence","12","7",NA,NA,NA,NA,1
"91","3:04:48","Keyleth","Other","10",NA,NA,NA,NA,"Heroes' Feast HP",1
"91","3:55:18","Keyleth","Stealth","21","13",NA,NA,NA,NA,1
"91","4:00:23","Keyleth","Deception","6","6",NA,NA,NA,NA,1
"92","0:17:43","Keyleth","Intimidation","Unknown","Unknown",NA,NA,NA,"Disregarded due to advantage",1
"92","0:17:43","Keyleth","Intimidation","25","18",NA,NA,NA,"With advantage (Erinyes)",1
"92","0:19:13","Keyleth","Perception","22","10",NA,NA,NA,NA,1
"92","0:27:16","Taryon","Religion","19","15",NA,NA,NA,NA,1
"92","0:27:28","Percy","Religion","11","6",NA,NA,NA,NA,1
"92","0:28:37","Percy","Intelligence","Nat1","1",NA,NA,NA,NA,1
"92","0:28:37","Taryon","Intelligence","Nat1","1",NA,NA,NA,NA,1
"92","0:28:39","Grog","Intelligence","13","15",NA,NA,NA,NA,1
"92","0:41:56","Trinket","Strength","14","12",NA,NA,NA,NA,1
"92","0:42:01","Doty","Strength","10",NA,NA,NA,NA,NA,1
"92","0:58:21","Keyleth","Investigation","Nat20","20",NA,NA,NA,NA,1
"92","1:03:36","Keyleth","Intimidation","Unknown","Unknown",NA,NA,NA,"Disregarded due to advantage",1
"92","1:03:36","Keyleth","Intimidation","26","19",NA,NA,NA,"With advantage (Erinyes)",1
"92","1:05:06","Vex'ahlia","Insight","26","17",NA,NA,NA,NA,1
"92","1:15:52","Vex'ahlia","Perception","24","9",NA,NA,NA,NA,1
"92","1:15:53","Vax'ildan","Perception","30","16",NA,NA,NA,NA,1
"92","1:33:16","Vex'ahlia","Insight","24","15",NA,NA,NA,NA,1
"92","1:57:42","Grog","Wisdom Save","Unknown","Unknown",NA,NA,NA,"Disregarded due to advantage",1
"92","1:57:42","Grog","Wisdom Save","Nat20","20",NA,NA,NA,"With advantage",1
"92","1:57:43","Taryon","Wisdom Save","Unknown","Unknown",NA,NA,NA,"Disregarded due to advantage",1
"92","1:57:43","Taryon","Wisdom Save","Nat20","20",NA,NA,NA,"With advantage",1
"92","1:57:45","Keyleth","Wisdom Save","31","17",NA,NA,NA,"Disregarded due to advantage",1
"92","1:57:45","Keyleth","Wisdom Save","32","18",NA,NA,NA,"With advantage",1
"92","1:57:53","Percy","Wisdom Save","Unknown","Unknown",NA,NA,NA,"Disregarded due to advantage",1
"92","1:57:53","Percy","Wisdom Save","19","16",NA,NA,NA,"With advantage",1
"92","1:57:55","Vex'ahlia","Wisdom Save","Unknown","Unknown",NA,NA,NA,"Disregarded due to advantage",1
"92","1:57:55","Vex'ahlia","Wisdom Save","11","8",NA,NA,NA,"With advantage",1
"92","1:58:00","Vax'ildan","Wisdom Save","Unknown","Unknown",NA,NA,NA,"Disregarded due to advantage",1
"92","1:58:00","Vax'ildan","Wisdom Save","16","14",NA,NA,NA,"With advantage",1
"92","2:07:22","Grog","Stealth","Nat20","20",NA,NA,NA,"With Pass Without a Trace",1
"92","2:07:26","Percy","Stealth","30","14",NA,NA,NA,"With Pass Without a Trace",1
"92","2:07:27","Taryon","Stealth","24","14",NA,NA,NA,"With Pass Without a Trace",1
"92","2:07:28","Keyleth","Stealth","38","20",NA,NA,NA,"With Pass Without a Trace, Unannounced nat 20 or bad mod",1
"92","2:07:30","Vax'ildan","Stealth","44","17",NA,NA,NA,"With Pass Without a Trace",1
"92","2:07:31","Vex'ahlia","Stealth","39","18",NA,NA,NA,"With Pass Without a Trace",1
"92","2:09:13","Grog","Stealth","25","13",NA,NA,NA,"With Pass Without a Trace",1
"92","2:09:15","Keyleth","Stealth","29","11",NA,NA,NA,"With Pass Without a Trace",1
"92","2:09:16","Taryon","Stealth","16","6",NA,NA,NA,"With Pass Without a Trace",1
"92","2:09:23","Vex'ahlia","Stealth","22","1",NA,NA,NA,"With Pass Without a Trace, Unannounced nat 1 or bad mod",1
"92","2:09:23","Percy","Stealth","Nat1","1",NA,NA,NA,"With Pass Without a Trace",1
"92","2:09:30","Vax'ildan","Stealth","37","10",NA,NA,NA,"With Pass Without a Trace, Possible RT use",1
"92","2:10:47","Percy","Deception","9","7",NA,NA,NA,NA,1
"92","2:13:49","Percy","Stealth","Unknown","Unknown",NA,NA,NA,"Disregarded due to disadvantage",1
"92","2:13:49","Percy","Stealth","Unknown","Unknown",NA,NA,NA,"With Pass Without a Trace with disadvantage",1
"92","2:18:07","Vax'ildan","Stealth","46","19",NA,NA,NA,"With Pass Without a Trace",1
"92","2:18:24","Vax'ildan","Attack","25","11",NA,NA,NA,"Whisper Sneak Attack",1
"92","2:19:05","Vax'ildan","Damage","34",NA,NA,"45 Piercing/Psychic to Imp","1",NA,1
"92","2:19:54","Percy","Stealth","23","7",NA,NA,NA,"With Pass Without a Trace",1
"92","2:19:56","Taryon","Stealth","24","14",NA,NA,NA,"With Pass Without a Trace",1
"92","2:19:57","Vax'ildan","Stealth","37","10",NA,NA,NA,"With Pass Without a Trace, Possible RT use",1
"92","2:22:32","Taryon","Stealth","22","12",NA,NA,NA,"With Pass Without a Trace",1
"92","2:22:33","Grog","Stealth","23","11",NA,NA,NA,"With Pass Without a Trace",1
"92","2:22:34","Keyleth","Stealth","34","16",NA,NA,NA,"With Pass Without a Trace",1
"92","2:22:37","Percy","Stealth","27","11",NA,NA,NA,"With Pass Without a Trace",1
"92","2:22:38","Vex'ahlia","Stealth","26","5",NA,NA,NA,"With Pass Without a Trace",1
"92","2:22:39","Vax'ildan","Stealth","37","10",NA,NA,NA,"With Pass Without a Trace, Possible RT use",1
"92","2:27:56","Grog","Strength","15","13",NA,NA,NA,NA,1
"92","2:29:54","Vex'ahlia","Perception","Unknown","Unknown",NA,NA,NA,NA,1
"92","2:30:14","Vax'ildan","Perception","24","10",NA,NA,NA,"Possible RT use",1
"92","2:31:41","Vax'ildan","Stealth","40","13",NA,NA,NA,"With Pass Without a Trace",1
"92","2:38:20","Vax'ildan","Investigation","33","24",NA,NA,NA,NA,1
"92","2:38:26","Vex'ahlia","Insight","10","1",NA,NA,NA,NA,1
"92","2:38:28","Grog","Insight","12","12",NA,NA,NA,NA,1
"92","2:39:29","Vex'ahlia","Healing","23",NA,NA,NA,NA,"Cure Wounds (3rd), Tova heals 21 points",1
"92","2:40:08","Vax'ildan","Thieves' Tools","30","19",NA,NA,NA,NA,1
"92","2:40:23","Vex'ahlia","Thieves' Tools","24","13",NA,NA,NA,NA,1
"92","2:44:30","Taryon","Stealth","Unknown","Unknown",NA,NA,NA,"Disregarded due to disadvantage",1
"92","2:44:30","Taryon","Stealth","19","9",NA,NA,NA,"With disadvantage and Pass Without a Trace",1
"92","2:44:31","Grog","Stealth","31","19",NA,NA,NA,"With disadvantage and Pass Without a Trace",1
"92","2:44:31","Grog","Stealth","Nat20","20",NA,NA,NA,"Disregarded due to disadvantage",1
"92","2:44:48","Tova","Stealth","Unknown","Unknown",NA,NA,NA,NA,1
"92","2:45:00","Percy","Stealth","18","2",NA,NA,NA,"With Pass Without a Trace",1
"92","2:45:00","Vax'ildan","Stealth","Unknown","Unknown",NA,NA,NA,"With Pass Without a Trace",1
"92","2:45:00","Vex'ahlia","Stealth","Unknown","Unknown",NA,NA,NA,"With Pass Without a Trace",1
"92","2:45:56","Keyleth","Initiative","3","1",NA,NA,NA,NA,1
"92","2:46:09","Percy","Initiative","28","16",NA,NA,NA,NA,1
"92","2:46:20","Tova","Initiative","21","20",NA,NA,NA,NA,1
"92","2:46:25","Vax'ildan","Initiative","18","13",NA,NA,NA,NA,1
"92","2:46:28","Vex'ahlia","Initiative","16","11",NA,NA,NA,NA,1
"92","2:46:32","Grog","Initiative","Unknown","Unknown",NA,NA,NA,"Disregarded due to advantage",1
"92","2:46:32","Grog","Initiative","14","12",NA,NA,NA,"With advantage",1
"92","2:46:39","Taryon","Initiative","4","4",NA,NA,NA,NA,1
"92","2:48:01","Percy","Acrobatics","22","16",NA,NA,NA,NA,1
"92","2:48:47","Percy","Attack","Unknown","Unknown",NA,NA,NA,"Disregarded due to disadvantage",1
"92","2:48:47","Percy","Attack","28","15",NA,NA,NA,"Longsword with disadvantage",1
"92","2:48:53","Percy","Attack","Unknown","Unknown",NA,NA,NA,"Disregarded due to disadvantage",1
"92","2:48:53","Percy","Attack","15","2",NA,NA,NA,"Longsword with disadvantage",1
"92","2:48:59","Percy","Attack","Unknown","Unknown",NA,NA,NA,"Disregarded due to disadvantage",1
"92","2:48:59","Percy","Attack","24","11",NA,NA,NA,"Longsword with disadvantage",1
"92","2:49:19","Percy","Damage","23",NA,NA,"23 (18 Piercing + 5 Lightning) to Cambion",NA,NA,1
"92","2:51:00","Tova","Attack","13","2",NA,NA,NA,NA,1
"92","2:51:00","Tova","Attack","17","6",NA,NA,NA,NA,1
"92","2:52:25","Percy","Attack","Unknown","Unknown",NA,NA,NA,"Longsword Attack of Opportunity",1
"92","2:52:25","Tova","Attack","24","14",NA,NA,NA,"Greatsword Attack of Opportunity (Werebear)",1
"92","2:52:45","Tova","Damage","13",NA,NA,"13 Slashing to Cambion",NA,NA,1
"92","2:54:01","Vax'ildan","Attack","17","3",NA,NA,NA,"Whisper",1
"92","2:54:04","Vax'ildan","Attack","29","16",NA,NA,NA,"Dagger of Venom",1
"92","2:54:16","Vax'ildan","Damage","2",NA,NA,"2 Piercing to Cambion",NA,NA,1
"92","2:54:42","Vax'ildan","Damage","19",NA,NA,"9 (19/2) Poison to Cambion",NA,NA,1
"92","2:55:45","Vex'ahlia","Attack","20","4",NA,NA,NA,"Fenthras",1
"92","2:55:59","Vex'ahlia","Damage","15",NA,NA,"15 (11 Piercing + 4 Lightning) to Cambion",NA,NA,1
"92","2:56:13","Vex'ahlia","Attack","Unknown","Unknown",NA,NA,NA,"Fenthras",1
"92","2:56:32","Vex'ahlia","Damage","19",NA,NA,"19 (11 Piercing + 4 Lightning +4 HM) to Cambion",NA,NA,1
"92","2:58:11","Grog","Attack","Unknown","Unknown",NA,NA,NA,"Disregarded due to advantage",1
"92","2:58:11","Grog","Attack","24","7",NA,NA,NA,"Dwarven Thrower Reckless",1
"92","2:58:22","Grog","Damage","2",NA,NA,"21 Bludgeoning to Cambion",NA,NA,1
"92","2:58:30","Grog","Attack","Nat1","1",NA,NA,NA,"Disregarded due to advantage",1
"92","2:58:30","Grog","Attack","31","14",NA,NA,NA,"Dwarven Thrower Reckless",1
"92","2:58:39","Grog","Damage","23",NA,NA,"23 Bludgeoning to Cambion","1",NA,1
"92","3:07:29","Tova","Attack","30","19",NA,NA,NA,"Greatsword (Werebear)",1
"92","3:07:48","Tova","Damage","21",NA,NA,"21 Slashing to Lemure 1","1",NA,1
"92","3:09:34","Taryon","Wisdom Save","Unknown","Unknown",NA,NA,NA,"Disregarded due to advantage",1
"92","3:09:34","Taryon","Wisdom Save","18","19",NA,NA,NA,"With advantage against Charm",1
"92","3:10:50","Vax'ildan","Attack","18","4",NA,NA,NA,"Whisper Sneak Attack",1
"92","3:11:22","Vax'ildan","Damage","44",NA,NA,"44 Piercing/Psychic to Lemure 2","1",NA,1
"92","3:11:57","Vax'ildan","Perception","24","10",NA,NA,NA,NA,1
"92","3:12:31","Vax'ildan","Stealth","30","13",NA,NA,NA,NA,1
"92","3:13:53","Trinket","Attack","28","19",NA,NA,NA,NA,1
"92","3:14:14","Trinket","Damage","14",NA,NA,"14 Slashing to Succubus",NA,NA,1
"92","3:14:21","Trinket","Attack","26","17",NA,NA,NA,NA,1
"92","3:14:31","Trinket","Damage","17",NA,NA,"17  Piercing to Succubus",NA,NA,1
"92","3:16:06","Grog","Attack","Unknown","Unknown",NA,NA,NA,"Disregarded due to advantage",1
"92","3:16:06","Grog","Attack","33","16",NA,NA,NA,"Dwarven Thrower Reckless",1
"92","3:16:17","Grog","Damage","18",NA,NA,"18 Bludgeoning to Succubus",NA,NA,1
"92","3:16:25","Grog","Attack","Unknown","Unknown",NA,NA,NA,"Disregarded due to advantage",1
"92","3:16:25","Grog","Attack","36","19",NA,NA,NA,"Dwarven Thrower Rckless",1
"92","3:16:29","Grog","Damage","23",NA,NA,"23 Bludgeoning to Succubus",NA,NA,1
"92","3:18:33","Taryon","Attack","21","13",NA,NA,NA,"Flaming Lance",1
"92","3:18:53","Taryon","Damage","10",NA,NA,"8 Piercing/Fire to Succubus",NA,NA,1
"92","3:19:16","Taryon","Attack","18","10",NA,NA,NA,"Disregarded due to Luck",1
"92","3:19:16","Taryon","Attack","24","16",NA,NA,NA,"With Luck",1
"92","3:19:29","Taryon","Damage","15",NA,NA,"15 Piercing/Fire to Succubus","1",NA,1
"92","3:26:53","Tova","Perception","Unknown","Unknown",NA,NA,NA,"Disregarded due to advantage",1
"92","3:26:53","Tova","Perception","20","18",NA,NA,NA,"With advantage (Werebear)",1
"92","3:27:58","Grog","Dexterity Save","Unknown","Unknown",NA,NA,NA,"Disregarded due to advantage",1
"92","3:27:58","Grog","Dexterity Save","19","17",NA,NA,NA,"With advantage",1
"92","3:28:43","Grog","Perception","18","18",NA,NA,NA,NA,1
"93","0:11:41","Vax'ildan","Initiative","24","19",NA,NA,NA,NA,1
"93","0:11:42","Vex'ahlia","Initiative","24","19",NA,NA,NA,NA,1
"93","0:11:52","Taryon","Initiative","19","19",NA,NA,NA,NA,1
"93","0:11:56","Percy","Initiative","15","3",NA,NA,NA,NA,1
"93","0:11:59","Tova","Initiative","16","15",NA,NA,NA,NA,1
"93","0:12:01","Grog","Initiative","Unknown","Unknown",NA,NA,NA,"Disregarded due to advantage",1
"93","0:12:01","Grog","Initiative","16","14",NA,NA,NA,"With advantage",1
"93","0:12:11","Keyleth","Initiative","17","15",NA,NA,NA,NA,1
"93","0:13:58","Vax'ildan","Attack","33","19",NA,NA,NA,"Whisper Sneak Attack with Divine Smite",1
"93","0:16:04","Vax'ildan","Damage","55",NA,NA,"55 to Utugash",NA,NA,1
"93","0:16:10","Vax'ildan","Attack","20","7",NA,NA,NA,"Dagger of Venom",1
"93","0:16:14","Vax'ildan","Attack","27","13",NA,NA,NA,"Whisper",1
"93","0:16:43","Vax'ildan","Damage","2",NA,NA,"2 to Utugash",NA,NA,1
"93","0:16:43","Vax'ildan","Damage","12",NA,NA,"12 to Utugash",NA,NA,1
"93","0:18:39","Trinket","Attack","21","13",NA,NA,NA,"Claw",1
"93","0:18:49","Trinket","Damage","15",NA,NA,"7 (15/2) to Utugash",NA,NA,1
"93","0:20:38","Vex'ahlia","Attack","30","14",NA,NA,NA,"Fenthras Bramble Shot Sneak Attack",1
"93","0:21:01","Vex'ahlia","Damage","26",NA,NA,"26 (17 Bramble + 3 Lightning + 6 SA) to Utugash",NA,NA,1
"93","0:21:30","Vex'ahlia","Attack","21","5",NA,NA,NA,"Fenthras",1
"93","0:21:46","Vex'ahlia","Damage","17",NA,NA,"17 (15 Piercing + 2 Lightning) to Utugash",NA,NA,1
"93","0:25:53","Keyleth","Damage","32",NA,NA,"16 (32/2) Necrotic to utugash",NA,"Blight",1
"93","0:28:42","Tova","Attack","19","9",NA,NA,NA,"Claw (Werebear)",1
"93","0:28:50","Tova","Attack","25","15",NA,NA,NA,"Claw (Werebear)",1
"93","0:29:03","Tova","Damage","14",NA,NA,"14 to Utugash",NA,NA,1
"93","0:29:58","Tova","Damage","1",NA,NA,"1 to Tova",NA,"Blood Curse of Mutual Suffering (amplified)",1
"93","0:31:25","Grog","Attack","Unknown","Unknown",NA,NA,NA,"Disregarded due to advantage",1
"93","0:31:25","Grog","Attack","30","13",NA,NA,NA,"Dwarven Thrower Reckless",1
"93","0:31:37","Grog","Attack","33","16",NA,NA,NA,"Dwarven Thrower Reckless",1
"93","0:31:37","Grog","Attack","21","4",NA,NA,NA,"Disregarded due to advantage",1
"93","0:31:47","Grog","Damage","18",NA,NA,"18 to Utugash",NA,NA,1
"93","0:31:53","Grog","Damage","22",NA,NA,"22 to Utugash",NA,NA,1
"93","0:33:09","Percy","Perception","27","18",NA,NA,NA,NA,1
"93","0:33:53","Percy","Attack","27","12",NA,NA,NA,"Animus",1
"93","0:34:05","Percy","Damage","16",NA,NA,"16 to Lock",NA,"Lock breaks",1
"93","0:35:01","Percy","Attack","31","16",NA,NA,NA,"Animus Arm Shot",1
"93","0:35:22","Percy","Damage","15",NA,NA,"15 (14 Piercing + 1 Psychic) to Utugash",NA,NA,1
"93","0:35:55","Percy","Damage","23",NA,NA,"23 Lightning to Utugash",NA,"8 charges of Cabal's Ruin",1
"93","0:36:23","Percy","Attack","31","16",NA,NA,NA,"Animus",1
"93","0:36:33","Percy","Damage","17",NA,NA,"17 (16 Piercing + 1 Psychic) to Utugash",NA,NA,1
"93","0:38:34","Tova","Perception","17","15",NA,NA,NA,NA,1
"93","0:38:35","Grog","Perception","2","2",NA,NA,NA,NA,1
"93","0:38:49","Trinket","Perception","Unknown","Unknown",NA,NA,NA,"Disregarded due to advantage",1
"93","0:38:49","Trinket","Perception","26","18",NA,NA,NA,"With advantage",1
"93","0:40:28","Tova","Dexterity Save","3","2",NA,"21 Fire to Tova",NA,"Against Hot Oil Spill",1
"93","0:40:30","Grog","Dexterity Save","Unknown","Unknown",NA,NA,NA,"Disregarded due to advantage",1
"93","0:40:30","Grog","Dexterity Save","7","5",NA,"10 (21/2) Fire to Grog",NA,"Against Hot Oil Spill with advantage",1
"93","0:40:32","Trinket","Dexterity Save","9","7",NA,"21 Fire to Trinket",NA,"Against Hot Oil Spill",1
"93","0:44:46","Trinket","Dexterity Save","Nat20","20",NA,"11 (23/1) Fire to Trinket",NA,"Against Wall of Fire",1
"93","0:44:50","Tova","Dexterity Save","15","14",NA,"23 Fire to Tova",NA,"Against Wall of Fire",1
"93","0:44:59","Grog","Dexterity Save","Unknown","Unknown",NA,NA,NA,"Disregarded due to advantage",1
"93","0:44:59","Grog","Dexterity Save","12","10",NA,"11 (23/2) Fire to Grog",NA,"Against Wall of Fire",1
"93","0:46:35","Vax'ildan","Attack","24","10",NA,NA,NA,"Disregarded due to advantage",1
"93","0:46:35","Vax'ildan","Attack","24","10",NA,NA,NA,"Whisper Sneak Attack with Divine Smite and advantage",1
"93","0:47:09","Vax'ildan","Damage","52",NA,NA,"52 to Bone Devil",NA,NA,1
"93","0:48:51","Vex'ahlia","Attack","Unknown","Unknown",NA,NA,NA,"Disregarded due to disadvantage",1
"93","0:48:51","Vex'ahlia","Attack","29","13",NA,NA,NA,"Fenthras with disadvantage",1
"93","0:49:26","Vex'ahlia","Attack","Unknown","Unknown",NA,NA,NA,"Disregarded due to disadvantage",1
"93","0:49:26","Vex'ahlia","Attack","19","3",NA,NA,NA,"Fenthras with Blazing Bowstring and disadvantage",1
"93","0:49:53","Trinket","Attack","26","18",NA,NA,NA,"Bite",1
"93","0:50:02","Trinket","Damage","15",NA,NA,"7 (15/2) to Utugash",NA,NA,1
"93","0:51:00","Trinket","Dexterity Save","6","4",NA,"13 (7 Piercing + 6 Fire) to Trinket",NA,"Against Cage drop, Trinket is restrained",1
"93","0:53:58","Taryon","Dexterity Save","Unknown","Unknown",NA,NA,NA,"Disregarded due to advantage",1
"93","0:53:58","Taryon","Dexterity Save","9","9",NA,"15 (30/2) Fire to Taryon",NA,"Against Wall of Fire with advantage",1
"93","0:54:18","Taryon","Other","Unknown","Unknown",NA,NA,NA,"Helm Check",1
"93","0:54:52","Taryon","Attack","14","7",NA,NA,NA,"Disregarded",1
"93","0:56:23","Taryon","Attack","25","18",NA,NA,NA,"Lance",1
"93","0:57:04","Taryon","Damage","13",NA,NA,"13 to Utugash",NA,NA,1
"93","0:57:32","Doty","Dexterity Save","16","16",NA,"30 Fire to Doty",NA,"Against Wall of Fire, Doty is unconscious",1
"93","0:58:49","Grog","Perception","14","14",NA,NA,NA,NA,1
"93","0:58:54","Tova","Perception","17","15",NA,NA,NA,NA,1
"93","0:59:54","Vax'ildan","Dexterity Save","Unknown","Unknown",NA,NA,NA,"Disregarded due to advantage",1
"93","0:59:54","Vax'ildan","Dexterity Save","16","5",NA,NA,NA,"With advantage, Disregarded due to Luck",1
"93","0:59:54","Vax'ildan","Dexterity Save","25","14",NA,NA,NA,"Against Molten Iron Pit with Luck",1
